,adult,backdrop_path,belongs_to_collection,budget,genres,genres_0_name,genres_1_name,genres_2_name,genres_3_name,genres_4_name,genres_5_id,genres_5_name,genres_6_id,genres_6_name,homepage,id,imdb_id,origin_country,origin_country_0,origin_country_1,origin_country_2,origin_country_3,origin_country_4,original_language,original_title,overview,popularity,poster_path,production_companies,production_companies_0_id,production_companies_0_logo_path,production_companies_0_name,production_companies_0_origin_country,production_companies_10_id,production_companies_10_logo_path,production_companies_10_name,production_companies_10_origin_country,production_companies_11_id,production_companies_11_logo_path,production_companies_11_name,production_companies_11_origin_country,production_companies_12_id,production_companies_12_logo_path,production_companies_12_name,production_companies_12_origin_country,production_companies_13_id,production_companies_13_logo_path,production_companies_13_name,production_companies_13_origin_country,production_companies_14_id,production_companies_14_logo_path,production_companies_14_name,production_companies_14_origin_country,production_companies_15_id,production_companies_15_logo_path,production_companies_15_name,production_companies_15_origin_country,production_companies_16_id,production_companies_16_logo_path,production_companies_16_name,production_companies_16_origin_country,production_companies_1_id,production_companies_1_logo_path,production_companies_1_name,production_companies_1_origin_country,production_companies_2_id,production_companies_2_logo_path,production_companies_2_name,production_companies_2_origin_country,production_companies_3_id,production_companies_3_logo_path,production_companies_3_name,production_companies_3_origin_country,production_companies_4_id,production_companies_4_logo_path,production_companies_4_name,production_companies_4_origin_country,production_companies_5_id,production_companies_5_logo_path,production_companies_5_name,production_companies_5_origin_country,production_companies_6_id,production_companies_6_logo_path,production_companies_6_name,production_companies_6_origin_country,production_companies_7_id,production_companies_7_logo_path,production_companies_7_name,production_companies_7_origin_country,production_companies_8_id,production_companies_8_logo_path,production_companies_8_name,production_companies_8_origin_country,production_companies_9_id,production_companies_9_logo_path,production_companies_9_name,production_companies_9_origin_country,production_countries,production_countries_0_iso_3166_1,production_countries_0_name,production_countries_1_iso_3166_1,production_countries_1_name,production_countries_2_iso_3166_1,production_countries_2_name,production_countries_3_iso_3166_1,production_countries_3_name,production_countries_4_iso_3166_1,production_countries_4_name,production_countries_5_iso_3166_1,production_countries_5_name,release_date,revenue,runtime,spoken_languages,spoken_languages_0_english_name,spoken_languages_0_iso_639_1,spoken_languages_1_english_name,spoken_languages_1_iso_639_1,spoken_languages_1_name,spoken_languages_2_english_name,spoken_languages_2_iso_639_1,spoken_languages_2_name,spoken_languages_3_english_name,spoken_languages_3_iso_639_1,spoken_languages_3_name,spoken_languages_4_english_name,spoken_languages_4_iso_639_1,spoken_languages_4_name,spoken_languages_5_english_name,spoken_languages_5_iso_639_1,spoken_languages_5_name,spoken_languages_6_english_name,spoken_languages_6_iso_639_1,spoken_languages_6_name,spoken_languages_7_english_name,spoken_languages_7_iso_639_1,spoken_languages_7_name,spoken_languages_8_english_name,spoken_languages_8_iso_639_1,spoken_languages_8_name,status,tagline,title,video,vote_average,vote_count
10,False,/3m0j3hCS8kMAaP9El6Vy5Lqnyft.jpg,,0,,Science Fiction,Thriller,Horror,Drama,,,,,,https://www.netflix.com/title/81284730,1125510,tt27729779,,ES,,,,,es,El hoyo 2,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.",1017.639,/izuzUb0sDokqp9o8utVfsrSJuy5.jpg,,52270.0,,Basque Films,ES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ES,Spain,,,,,,,,,,,2024-09-27,0,100,,Spanish,es,,,,,,,,,,,,,,,,,,,,,,,,,Released,,The Platform 2,False,5.7,689
11,False,/cVg97LOJgrDZJ7bVmjU2KsGRYnU.jpg,,28000000,,Horror,Mystery,,,,,,,,https://www.smile.movie,1100782,tt29268110,,US,,,,,en,Smile 2,"About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",910.395,/aE85MnPIsSoSs3978Noo16BRsKN.jpg,,4.0,/gz66EfNoYPqHTYI4q9UEN4CbHRc.png,Paramount Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12292.0,/4GQTeqos2luopEtp3OgMQYusQ5c.png,Temple Hill Entertainment,US,231315.0,,Bad Feeling,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2024-10-16,46021692,127,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,Released,It's the last thing you'll see.,Smile 2,False,7.0,140
12,False,/g1z1ZvYKcmk9EnVOTYXR6vkNjkZ.jpg,,0,,Fantasy,Horror,Action,,,,,,,https://millennium-media.net/mf-films/hellboy-crooked-man,1087822,tt26757462,,US,,,,,en,Hellboy: The Crooked Man,"Hellboy and a rookie BPRD agent get stranded in 1950s rural Appalachia. There, they discover a small community haunted by witches, led by a local devil with a troubling connection to Hellboy's past: the Crooked Man.",888.056,/iz2GabtToVB05gLTVSH7ZvFtsMM.jpg,,552.0,/9dGdLfm3GteWeUDtD9c9tvlidUG.png,Dark Horse Entertainment,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.0,/kuUIHNwMec4dwOLghDhhZJzHZTd.png,Millennium Media,US,823.0,/275O5OoKjulWtY1uRHRXaYsrt9I.png,Telepool,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DE,Germany,US,United States of America,,,,,,,,,2024-08-29,1289658,100,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,Released,Something crooked this way comes.,Hellboy: The Crooked Man,False,5.0,150
13,False,/p4INKu77iuTG1o1a5N3Y9vqeEGq.jpg,,415000,,Horror,Thriller,,,,,,,,https://www.altitude.film/winnie-the-pooh-blood-and-honey-2,1079485,tt23330554,,GB,,,,,en,Winnie-the-Pooh: Blood and Honey 2,"Five months following the murders, Christopher Robin struggles to maintain a regular life while dealing with PTSD. However, deep within the 100-Acre-Wood, a destructive rage grows as Pooh, Piglet, Owl, and Tigger find their home and their lives endangered after their existence is revealed.",886.054,/2sADrLwMQof6yYmrJRSa04tFZuS.jpg,,155744.0,/qwVw2UPwBOQZkhOb3LyHgID5xKQ.png,Jagged Edge Productions,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69347.0,/s5ctDrB6DlRDhIBsrTi4zdt445k.png,ITN Distribution,GB,35625.0,/65KsaZPfESjEmubhxe2VpJiGLH.png,Premiere Entertainment Group,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GB,United Kingdom,,,,,,,,,,,2024-03-26,7582541,93,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,Released,Friends will gather to take revenge.,Winnie-the-Pooh: Blood and Honey 2,False,6.2,244
14,False,/oPUOpnl3pqD8wuidjfUn17mO1yA.jpg,,75000000,,Animation,Science Fiction,Adventure,Family,Action,,,,,https://www.transformersmovie.com,698687,tt8864596,,US,,,,,en,Transformers One,"The untold origin story of Optimus Prime and Megatron, better known as sworn enemies, but once were friends bonded like brothers who changed the fate of Cybertron forever.",860.027,/iRCgqpdVE4wyLQvGYU3ZP7pAtUc.jpg,,24955.0,/pUZAeCMZlLBBUItAl11Ip2XikdD.png,Paramount Animation,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.0,/AjzK0s2w1GtLfR4hqCjVSYi0Sr8.png,di Bonaventura Pictures,US,38831.0,,DeSanto/Murphy Productions,US,6734.0,/u55FhlG6vFNzSVKLcmnFFwLb2cc.png,Bay Films,US,114732.0,/tNCbisMxO5mX2X2bOQxHHQZVYnT.png,New Republic Pictures,US,207846.0,/1Qep9fdnqCjWFKYpwNvwy2zoRNQ.png,Hasbro Entertainment,US,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2024-09-11,118464909,104,,English,en,German,de,Deutsch,,,,,,,,,,,,,,,,,,,,,,Released,Witness the origin.,Transformers One,False,7.9,266
15,False,/of1tQasFGCeHgWPmSgdA1WS6hNW.jpg,,0,,Crime,Thriller,Action,,,,,,,,1047373,tt22874848,,US,,,,,en,The Silent Hour,"While working a case as an interpreter, a hearing-impaired police detective must confront a group of criminals trying to eliminate a deaf murder witness in her apartment building.",743.299,/j736cRzBtEPCm0nHnpRN1prqiqj.jpg,,110799.0,/eHjtiQJjrGQTooEsBmPSYoUnNB.png,AGC Studios,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185986.0,,Meridian Pictures,US,160007.0,/dsUGgrrbqYZcHLKZQnrf3zEs6db.png,Orogen Entertainment,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,MT,Malta,,,,,,,,,2024-10-03,0,95,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,Released,,The Silent Hour,False,6.5,32
16,False,/bkENfmxUY3UYsRLizJAhF5IQPvS.jpg,,0,,Action,Crime,Thriller,,,,,,,https://highlandfilmgroup.com/movies/blood-for-dust,1025596,tt10669888,,US,,,,,en,Blood for Dust,"Reckless Ricky makes serious money dealing illegal weapons throughout the tri-state area and loves to flaunt it. Traveling salesman Cliff, covers the same territory Ricky runs guns through. Desperate to find some financial relief for his struggling family, Cliff agrees to partner with Ricky, to commit cross-state drug and gun deliveries for a mid-level American cartel boss John. When a simple exchange turns into a bloodbath after Ricky kills everyone in a territory grab, the pair find themselves in a pressure cooker situation where unlikely drug dealer Cliff must fight as hard as he can to stay alive.",713.271,/nvaCnkl8RilLhVAQXPFei0tqkqW.jpg,,110723.0,/27Od860h9Xc7gDS3Pph6yRlUyBI.png,Nickel City Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154462.0,/b50HZtBl1ANTbHwu7PJmSAccZk1.png,Witchcraft Motion Picture Company,US,168295.0,/jy0UTvGugWYsUYJb7ISk5qd0fvo.png,Studio507,US,202232.0,,JaiD7 Pictures,US,41735.0,/je9Ko1f6iu0AfLL3dINJEaxLvEb.png,Buffalo 8,US,123740.0,/5CZ3UZOwG022fzT98SFpM1Xdjr2.png,Good Wizard,US,121204.0,/vbtvY4IxgUZk713rkmoTO4MHIac.png,BondIt Media Capital,US,179983.0,,Short Porch Pictures,US,,,,,,,,,,US,United States of America,,,,,,,,,,,2024-04-19,0,98,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,Released,,Blood for Dust,False,5.6,40
17,False,/64tinBsds1nVp4wOCgYhMbSgsRW.jpg,,0,,Action,Drama,History,,,,,,,https://www.netflix.com/title/81672158,1075676,tt27987046,,KR,,,,,ko,"전,란","In the Joseon Dynasty, two friends who grew up together — one the master and one the servant — reunite post-war as enemies on opposing sides.",671.579,/hg9OeaCRSpazrfqYyEFr6BDaZW8.jpg,,34725.0,/cRqXC6Dy6AvTGS2wiMt26yGJgZA.png,Moho Film,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126933.0,/b4Qf4nZDudPjUvnLqu3DzeHWdzh.png,Semicolon Studio,KR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KR,South Korea,,,,,,,,,,,2024-10-02,0,126,,Japanese,ja,Korean,ko,한국어/조선말,,,,,,,,,,,,,,,,,,,,,,Released,"An era of chaos, a battle against destiny",Uprising,False,7.3,69
18,False,/hd1TvTUGjkoYoqvXYfSBpI5Ri9B.jpg,,0,,Animation,Action,Adventure,Science Fiction,,,,,,,1159311,tt32176689,,JP,,,,,ja,僕のヒーローアカデミア THE MOVIE ユアネクスト,"In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",642.372,/8rdB1wkheEMMqcY8qLAKjCMPcnZ.jpg,,2849.0,/cN3JNIKawjOMtfk0GBVIbsx69bg.png,BONES,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.0,/fRSWWjquvzcHjACbtF53utZFIll.png,TOHO,JP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JP,Japan,,,,,,,,,,,2024-08-02,26622396,110,,Japanese,ja,,,,,,,,,,,,,,,,,,,,,,,,,Released,A Challenge Against the Symbol of Peace. Heroes vs. Villains. The Dawn of the Final Battle.,My Hero Academia: You're Next,False,7.2,23
19,False,/reNf6GBzOe48l9WEnFOxXgW56Vg.jpg,,195000000,,Drama,Crime,Thriller,,,,,,,https://www.joker.movie,889737,tt11315808,,US,,,,,en,Joker: Folie à Deux,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",622.722,/aciP8Km0waTLXEYf5ybFK5CSUxl.jpg,,174.0,/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png,Warner Bros. Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83036.0,,Joint Effort,US,216687.0,,Domain Entertainment,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2024-10-01,164959127,138,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,Released,The world is a stage.,Joker: Folie à Deux,False,5.794,918
20,False,/tCKWksaQI8XkAQLVou0AlGab5S6.jpg,,0,,Action,Science Fiction,,,,,,,,http://theasylum.cc/,1144962,tt28096092,,US,,,,,en,Transmorphers: Mech Beasts,"20 years after the events of Transmorphers, a newer, more advanced species of alien robot descends on a rebuilt Earth, threatening once again to destroy the planet.",621.658,/oqhaffnQqSzdLrYAQA5W4IdAoCX.jpg,,1311.0,/ic2bTizdzRLDVzAvN7MXdUg3WQV.png,The Asylum,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2023-06-09,65452,84,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,Released,Metal mayhem!,Transmorphers: Mech Beasts,False,5.393,28
21,False,/zAqBIeO71BFL7bAtP5TFzVjVamy.jpg,,25000000,,Romance,Drama,,,,,,,,https://www.itendswithus.movie,1079091,tt10655524,,US,,,,,en,It Ends with Us,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",607.861,/AjV6jFJ2YFIluYo4GQf13AA1tqu.jpg,,144610.0,/879WnwsOH1oP6NlLY7ChD6vL6lh.png,Wayfarer Studios,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194285.0,,Saks Picture Company,US,5.0,/71BqEFAF4V3qjjMPCpLuyJFB9A.png,Columbia Pictures,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,United States of America,,,,,,,,,,,2024-08-07,334836337,131,,English,en,,,,,,,,,,,,,,,,,,,,,,,,,Released,We break the pattern or the pattern breaks us,It Ends with Us,False,7.186,877
